,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
1,2015-02-11 14:48:00,21.76,31.1333333333333,437.333333333333,1029.66666666667,0.00502101089021385,1
2,2015-02-11 14:49:00,21.79,31.0,437.333333333333,1000.0,0.00500858127480172,1
3,2015-02-11 14:50:00,21.7675,31.1225,434.0,1003.75,0.0050215691326541,1
4,2015-02-11 14:51:00,21.7675,31.1225,439.0,1009.5,0.0050215691326541,1
5,2015-02-11 14:51:59,21.79,31.1333333333333,437.333333333333,1005.6666666666699,0.005030297778678821,1
6,2015-02-11 14:53:00,21.76,31.26,437.333333333333,1014.3333333333301,0.00504160456530272,1
7,2015-02-11 14:54:00,21.79,31.1975,434.0,1018.5,0.0050407493823522295,1
8,2015-02-11 14:55:00,21.79,31.393333333333302,437.333333333333,1018.6666666666699,0.00507264928829298,1
9,2015-02-11 14:55:59,21.79,31.3175,434.0,1022.0,0.00506029617368585,1
10,2015-02-11 14:57:00,21.79,31.463333333333303,437.333333333333,1027.33333333333,0.00508405259531726,1
11,2015-02-11 14:57:59,21.79,31.525,437.75,1047.75,0.00509409870941305,1
12,2015-02-11 14:58:59,21.79,31.575,441.75,1049.0,0.00510224444363126,1
13,2015-02-11 15:00:00,21.79,31.395,442.0,1061.5,0.00507292079078337,1
14,2015-02-11 15:01:00,21.79,31.3925,441.75,1049.0,0.00507251353713595,1
15,2015-02-11 15:02:00,21.79,31.5,441.5,1048.0,0.00509002592166009,1
16,2015-02-11 15:03:00,21.815,31.5,438.0,1049.25,0.00509786935872823,1
17,2015-02-11 15:04:00,21.815,31.4725,449.5,1051.25,0.0050933823938006,1
18,2015-02-11 15:04:59,21.89,31.6,449.5,1060.5,0.0051378566839722,1
19,2015-02-11 15:06:00,21.79,31.55,449.5,1059.5,0.00509817155006976,1
20,2015-02-11 15:07:00,21.823333333333302,31.73,447.666666666667,1072.0,0.00513803548952273,1
21,2015-02-11 15:08:00,21.865,31.7225,449.5,1072.33333333333,0.0051500071229848895,1
22,2015-02-11 15:08:59,21.89,31.745,449.5,1075.33333333333,0.005161627932877879,1
23,2015-02-11 15:10:00,21.89,31.7675,449.5,1087.0,0.0051653167364614705,1
24,2015-02-11 15:10:59,21.89,31.7675,437.75,1083.25,0.0051653167364614705,1
25,2015-02-11 15:11:59,21.89,31.79,442.666666666667,1086.33333333333,0.00516900558343851,1
26,2015-02-11 15:13:00,21.89,31.79,437.333333333333,1091.0,0.00516900558343851,1
27,2015-02-11 15:14:00,21.89,31.89,439.0,1100.0,0.00518540098391904,1
28,2015-02-11 15:15:00,21.89,31.89,444.0,1101.0,0.00518540098391904,1
29,2015-02-11 15:16:00,21.89,31.865,444.0,1107.0,0.005181302053435579,1
30,2015-02-11 15:16:59,21.89,31.79,444.0,1110.0,0.00516900558343851,1
31,2015-02-11 15:17:59,21.89,31.865,444.0,1101.75,0.005181302053435579,1
32,2015-02-11 15:19:00,21.89,31.73,444.0,1100.0,0.0051591687545959,1
33,2015-02-11 15:20:00,21.89,31.7225,444.0,1092.75,0.0051579391726869605,1
34,2015-02-11 15:21:00,21.89,31.7,444.0,1092.5,0.00515425045588796,1
35,2015-02-11 15:22:00,21.89,31.695,436.5,1094.0,0.00515343074693639,1
36,2015-02-11 15:23:00,21.89,31.5666666666667,434.0,1085.66666666667,0.00513239228379069,1
37,2015-02-11 15:23:59,21.89,31.55,436.5,1047.0,0.005129660119409229,0
38,2015-02-11 15:24:59,21.89,31.36,434.0,1031.0,0.00509851512797734,0
39,2015-02-11 15:26:00,21.89,31.125,432.75,977.5,0.00505999797020354,0
40,2015-02-11 15:27:00,21.89,31.15,436.5,961.25,0.00506409531527447,1
41,2015-02-11 15:28:00,21.89,31.0633333333333,434.0,948.0,0.005049891414628379,1
42,2015-02-11 15:29:00,21.89,30.77,429.0,913.25,0.00500182144829266,1
43,2015-02-11 15:29:59,21.89,30.7675,432.75,882.5,0.00500141179275406,1
44,2015-02-11 15:30:59,21.89,30.945,429.0,884.5,0.00503049866628219,1
45,2015-02-11 15:32:00,21.89,30.7925,429.0,899.0,0.00500550837222886,1
46,2015-02-11 15:33:00,21.89,30.77,432.75,888.25,0.00500182144829266,1
47,2015-02-11 15:34:00,21.89,30.795,436.5,878.5,0.00500591803312054,1
48,2015-02-11 15:35:00,21.89,30.8175,429.0,891.25,0.00500960500523488,1
